rec,include,cat,new_species,marker,genBank_accession_no,BIN,SRA_NO,taxonConceptID,scientificName/TCID,phylum,lower_taxon,catalog_no,in-house_spec_no,typeStatus,year_date,cruise,contractor_Area,STATION-collection_code,lat,long,depth,data_name,database_link,DATA_SOURCE,ref_short,ref2,record_elsewhere,note
3969,,,,16S,MZ570338,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.38,NHM_1018,,,,OMS Stratum A,AB02_EB04,12.13366667,-117.292,4122,,,,Neal_etal_2022,,,paper in review
3970,,,,16S,MZ570339,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10028,NHM_1025A,,,,OMS Stratum A,AB02_EB04,12.13366667,-117.292,4122,,,,Neal_etal_2022,,,paper in review
3971,,,,16S,MZ570340,,,Prionospio sp. (NHM_1415),Prionospio,Annelida,Spionidae,ANEA 2019.10029,NHM_1025C,,,,OMS Stratum A,AB02_EB04,12.13366667,-117.292,4122,,,,Neal_etal_2022,,,paper in review
3972,,,,16S,MZ570341,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10030,NHM_1099,,,,OMS Stratum A,AB02_EB05,12.1155,-117.1645,4100,,,,Neal_etal_2022,,,paper in review
3973,,,,16S,MZ570342,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10031,NHM_1174A,,,,OMS Stratum A,AB02_EB05,12.1155,-117.1645,4100,,,,Neal_etal_2022,,,paper in review
3974,,,,16S,MZ570343,,,Laonice sp. (NHM_016),Laonice,Annelida,Spionidae,ANEA 2021.15,NHM_1243,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3975,,,,18S,MZ570278,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.17,NHM_131,,,,UK-1 Stratum A,AB01_EB02,13.75833333,-116.6985167,4080,,,,Neal_etal_2022,,,paper in review
3976,,,,16S,MZ570298,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.17,NHM_131,,,,UK-1 Stratum A,AB01_EB02,13.75833333,-116.6985167,4080,,,,Neal_etal_2022,,,paper in review
3977,,,,16S,MZ570344,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.33,NHM_1335,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3978,,,,16S,MZ570299,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10002,NHM_134,,,,UK-1 Stratum A,AB01_EB02,13.75833333,-116.6985167,4080,,,,Neal_etal_2022,,,paper in review
3979,,,,16S,MZ570345,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10033,NHM_1343,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3980,,,,16S,MZ570346,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2019.10034,NHM_1347B,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3981,,,,16S,MZ570347,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10035,NHM_1347G,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3982,,,,18S,MZ570279,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2021.40,NHM_135,,,,UK-1 Stratum A,AB01_EB02,13.75833333,-116.6985167,4080,,,,Neal_etal_2022,,,paper in review
3983,,,,16S,MZ570300,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2021.40,NHM_135,,,,UK-1 Stratum A,AB01_EB02,13.75833333,-116.6985167,4080,,,,Neal_etal_2022,,,paper in review
3984,,,,16S,MZ570348,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10036,NHM_1351D,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3985,,,,16S,MZ570349,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10037,NHM_1351F,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
3986,,,,16S,MZ570350,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10038,NHM_1390A,,,,OMS Stratum A,AB02_BC12,12.14491667,-117.3254333,4044,,,,Neal_etal_2022,,,paper in review
3987,,,,16S,MZ570351,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2021.41,NHM_1413,,,,UK-1 Stratum B,AB02_BC13,12.4511,-116.59435,4130,,,,Neal_etal_2022,,,paper in review
3988,,,,16S,MZ570352,,,Prionospio sp. (NHM_1415),Prionospio,Annelida,Spionidae,ANEA 2019.10039,NHM_1415,,,,UK-1 Stratum B,AB02_BC13,12.4511,-116.59435,4130,,,,Neal_etal_2022,,,paper in review
3989,,,,16S,MZ570353,,,Laonice sp. (NHM_016),Laonice,Annelida,Spionidae,ANEA 2021.16,NHM_1425,,,,UK-1 Stratum B,AB02_EB07,12.45433333,-116.6128333,4137,,,,Neal_etal_2022,,,paper in review
3990,,,,16S,MZ570354,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.34,NHM_1451,,,,UK-1 Stratum B,AB02_EB07,12.45433333,-116.6128333,4137,,,,Neal_etal_2022,,,paper in review
3991,,,,16S,MZ570355,,,Prionospio sp. (NHM_564),Prionospio,Annelida,Spionidae,ANEA 2021.43,NHM_1507,,,,UK-1 Stratum B,AB02_BC15,12.45178333,-116.5122667,4196,,,,Neal_etal_2022,,,paper in review
3992,,,,16S,MZ570356,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.20,NHM_1510,,,,UK-1 Stratum B,AB02_MC14,12.45208333,-116.5122667,4199,,,,Neal_etal_2022,,,paper in review
3993,,,,16S,MZ570357,,,Prionospio sp. (NHM_1415),Prionospio,Annelida,Spionidae,ANEA 2019.10040,NHM_1544,,,,UK-1 Stratum B,AB02_BC16,12.50636667,-116.48455,4244,,,,Neal_etal_2022,,,paper in review
3994,,,,COI,MZ562506,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10041,NHM_1545,,,,UK-1 Stratum B,AB02_BC16,12.50636667,-116.48455,4244,,,,Neal_etal_2022,,,paper in review
3995,,,,16S,MZ570358,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2019.10041,NHM_1545,,,,UK-1 Stratum B,AB02_BC16,12.50636667,-116.48455,4244,,,,Neal_etal_2022,,,paper in review
3996,,,,16S,MZ570359,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.22,NHM_1581,,,,UK-1 Stratum B,AB02_BC18,12.41991667,-116.6246167,4136,,,,Neal_etal_2022,,,paper in review
3997,,,,16S,MZ570360,,,Prionospio sp. (NHM_914),Prionospio,Annelida,Spionidae,ANEA 2021.42,NHM_1600,,,,UK-1 Stratum B,AB02_BC19,12.52121667,-116.69815,4237,,,,Neal_etal_2022,,,paper in review
3998,,,,COI,MZ562507,,,Aurospio sp. (NHM_1661),Aurospio,Annelida,Spionidae,ANEA 2019.10043,NHM_1661,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
3999,,,,18S,MZ570287,,,Aurospio sp. (NHM_1661),Aurospio,Annelida,Spionidae,ANEA 2019.10043,NHM_1661,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4000,,,,16S,MZ570361,,,Aurospio sp. (NHM_1661),Aurospio,Annelida,Spionidae,ANEA 2019.10043,NHM_1661,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4001,,,,18S,MZ570288,,,Laonice finnelli (NHM_1662),Laonice finnelli,Annelida,Spionidae,ANEA 2021.11,NHM_1662,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4002,,,,16S,MZ570362,,,Laonice finnelli (NHM_1662),Laonice finnelli,Annelida,Spionidae,ANEA 2021.11,NHM_1662,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4003,,,,16S,MZ570363,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.35,NHM_1663,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4004,,,,16S,MZ570364,,,Poecilochaetus sp. ,Poecilochaetus,Annelida,Spionidae,ANEA 2021.4,NHM_1668A,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4005,,,,16S,MZ570365,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10044,NHM_1668C,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4006,,,,16S,MZ570366,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.32,NHM_1676,,,,UK-1 Stratum B,AB02_EB09,12.3635,-116.681,4233,,,,Neal_etal_2022,,,paper in review
4007,,,,16S,MZ570301,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10004,NHM_176,,,,UK-1 Stratum A,AB01_EB03,13.93481667,-116.5501833,4082,,,,Neal_etal_2022,,,paper in review
4008,,,,16S,MZ570367,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10045,NHM_1768,,,,OMS Stratum A,AB02_EB10,12.17383333,-117.1928333,4045,,,,Neal_etal_2022,,,paper in review
4009,,,,16S,MZ570368,,,Poecilochaetus sp. ,Poecilochaetus,Annelida,Spionidae,ANEA 2021.3,NHM_1797B,,,,OMS Stratum A,AB02_EB10,12.17383333,-117.1928333,4045,,,,Neal_etal_2022,,,paper in review
4010,,,,16S,MZ570369,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10046,NHM_1797F,,,,OMS Stratum A,AB02_EB10,12.17383333,-117.1928333,4045,,,,Neal_etal_2022,,,paper in review
4011,,,,16S,MZ570370,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10047,NHM_1797J,,,,OMS Stratum A,AB02_EB10,12.17383333,-117.1928333,4045,,,,Neal_etal_2022,,,paper in review
4012,,,,18S,MZ570289,,,Spiophanes sp. (NHM_1897),Spiophanes,Annelida,Spionidae,ANEA 2021.46,NHM_1897,,,,OMS Stratum A,AB02_EB11,12.0415,-117.2171667,4094,,,,Neal_etal_2022,,,paper in review
4013,,,,16S,MZ570371,,,Spiophanes sp. (NHM_1897),Spiophanes,Annelida,Spionidae,ANEA 2021.46,NHM_1897,,,,OMS Stratum A,AB02_EB11,12.0415,-117.2171667,4094,,,,Neal_etal_2022,,,paper in review
4014,,,,16S,MZ570372,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10048,NHM_1930,,,,OMS Stratum A,AB02_EB11,12.0415,-117.2171667,4094,,,,Neal_etal_2022,,,paper in review
4015,,,,16S,MZ570373,,,Poecilochaetus sp. ,Poecilochaetus,Annelida,Spionidae,ANEA 2021.5,NHM_1948A,,,,OMS Stratum A,AB02_EB11,12.0415,-117.2171667,4094,,,,Neal_etal_2022,,,paper in review
4016,,,,16S,MZ570374,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.36,NHM_1992,,,,OMS Stratum A,AB02_BC25,12.00931667,-117.3803,4141,,,,Neal_etal_2022,,,paper in review
4017,,,,16S,MZ570375,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10049,NHM_2020,,,,OMS Stratum A,AB02_EB12,12.0505,-117.4046667,4235,,,,Neal_etal_2022,,,paper in review
4018,,,,16S,MZ570376,,,Laonice sp. (NHM_2076),Laonice,Annelida,Spionidae,ANEA 2021.39,NHM_2076,,,,OMS Stratum A,AB02_BC26,12.02738333,-117.3252,4139,,,,Neal_etal_2022,,,paper in review
4019,,,,18S,MZ570290,,,Laonice shulseae (NHM_2182),Laonice shulseae,Annelida,Spionidae,ANEA 2021.48,NHM_2098,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4020,,,,16S,MZ570377,,,Laonice shulseae (NHM_2182),Laonice shulseae,Annelida,Spionidae,ANEA 2021.48,NHM_2098,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4021,,,,18S,MZ570291,,,Laonice sp. (NHM_2111),Laonice,Annelida,Spionidae,ANEA 2021.10,NHM_2111,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4022,,,,16S,MZ570378,,,Laonice sp. (NHM_2111),Laonice,Annelida,Spionidae,ANEA 2021.10,NHM_2111,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4023,,,,16S,MZ570379,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.21,NHM_2117,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4024,,,,COI,MZ562508,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.37,NHM_2120,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4025,,,,16S,MZ570380,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.37,NHM_2120,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4026,,,,COI,MZ562509,,,Rhynchospio sp. (NHM_2123),Rhynchospio,Annelida,Spionidae,ANEA 2021.45,NHM_2123,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4027,,,,18S,MZ570292,,,Rhynchospio sp. (NHM_2123),Rhynchospio,Annelida,Spionidae,ANEA 2021.45,NHM_2123,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4028,,,,16S,MZ570381,,,Rhynchospio sp. (NHM_2123),Rhynchospio,Annelida,Spionidae,ANEA 2021.45,NHM_2123,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4029,,,,16S,MZ570382,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10050,NHM_2151,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4030,,,,16S,MZ570383,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10051,NHM_2152,,,,APEI-6,AB02_EB13,19.46456667,-120.0254167,4026,,,,Neal_etal_2022,,,paper in review
4031,,,,COI,MZ562510,,,Aurospio sp. (NHM_2180),Aurospio,Annelida,Spionidae,ANEA 2021.8,NHM_2180,,,,APEI-6,AB02_BC28,19.46663333,-120.0028667,4141,,,,Neal_etal_2022,,,paper in review
4032,,,,18S,MZ570293,,,Aurospio sp. (NHM_2180),Aurospio,Annelida,Spionidae,ANEA 2021.8,NHM_2180,,,,APEI-6,AB02_BC28,19.46663333,-120.0028667,4141,,,,Neal_etal_2022,,,paper in review
4033,,,,16S,MZ570384,,,Aurospio sp. (NHM_2180),Aurospio,Annelida,Spionidae,ANEA 2021.8,NHM_2180,,,,APEI-6,AB02_BC28,19.46663333,-120.0028667,4141,,,,Neal_etal_2022,,,paper in review
4034,,,,16S,MZ570385,,,Laonice shulseae (NHM_2182),Laonice shulseae,Annelida,Spionidae,ANEA 2021.49,NHM_2181,,,,APEI-6,AB02_BC28,19.46663333,-120.0028667,4141,,,,Neal_etal_2022,,,paper in review
4035,,,,16S,MZ570386,,,Laonice shulseae (NHM_2182),Laonice shulseae,Annelida,Spionidae,ANEA 2021.50,NHM_2182,,,,APEI-6,AB02_BC28,19.46663333,-120.0028667,4141,,,,Neal_etal_2022,,,paper in review
4036,,,,16S,MZ570387,,,Aurospio sp. (NHM_2186),Aurospio,Annelida,Spionidae,ANEA 2019.10052,NHM_2186,,,,APEI-6,AB02_BC29,19.47236667,-120.1915833,4115,,,,Neal_etal_2022,,,paper in review
4037,,,,16S,MZ570388,,,Poecilochaetus sp. ,Poecilochaetus,Annelida,Spionidae,ANEA 2021.6,NHM_2192,,,,OMS Stratum A,AB02_EB05,12.1155,-117.1645,4100,,,,Neal_etal_2022,,,paper in review
4038,,,,COI,MZ562496,,,Poecilochaetus sp. ,Poecilochaetus brenkei,Annelida,Spionidae,ANEA 2021.1,NHM_223,,,,UK-1 Stratum A,AB01_BC08,13.81166667,-116.71,4076,,,,Neal_etal_2022,,,paper in review
4039,,,,18S,MZ570280,,,Poecilochaetus sp. ,Poecilochaetus brenkei,Annelida,Spionidae,ANEA 2021.1,NHM_223,,,,UK-1 Stratum A,AB01_BC08,13.81166667,-116.71,4076,,,,Neal_etal_2022,,,paper in review
4040,,,,16S,MZ570302,,,Poecilochaetus sp. ,Poecilochaetus brenkei,Annelida,Spionidae,ANEA 2021.1,NHM_223,,,,UK-1 Stratum A,AB01_BC08,13.81166667,-116.71,4076,,,,Neal_etal_2022,,,paper in review
4041,,,,16S,MZ570389,,,Aurospio sp. (NHM_2247),Aurospio,Annelida,Spionidae,ANEA 2021.9,NHM_2247,,,,OMS Stratum A,AB02_EB06,12.25733333,-117.3021667,4302,,,,Neal_etal_2022,,,paper in review
4042,,,,16S,MZ570303,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10005,NHM_227,,,,UK-1 Stratum A,AB01_RV03,13.96466667,-116.5498833,4072,,,,Neal_etal_2022,,,paper in review
4043,,,,16S,MZ570390,,,Poecilochaetus sp. ,Poecilochaetus,Annelida,Spionidae,ANEA 2021.2,NHM_2526,,,,UK-1 Stratum B,AB02_EB07,12.45433333,-116.6128333,4137,,,,Neal_etal_2022,,,paper in review
4044,,,,18S,MZ570281,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10006,NHM_266,,,,UK-1 Stratum A,AB01_EB04,13.75583333,-116.4866667,4128,,,,Neal_etal_2022,,,paper in review
4045,,,,16S,MZ570304,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10006,NHM_266,,,,UK-1 Stratum A,AB01_EB04,13.75583333,-116.4866667,4128,,,,Neal_etal_2022,,,paper in review
4046,,,,COI,MZ562497,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10007,NHM_301,,,,UK-1 Stratum A,AB01_BC09,13.7621,-116.46375,4110,,,,Neal_etal_2022,,,paper in review
4047,,,,16S,MZ570305,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10007,NHM_301,,,,UK-1 Stratum A,AB01_BC09,13.7621,-116.46375,4110,,,,Neal_etal_2022,,,paper in review
4048,,,,16S,MZ570306,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2021.44,NHM_302,,,,UK-1 Stratum A,AB01_BC09,13.7621,-116.46375,4110,,,,Neal_etal_2022,,,paper in review
4049,,,,COI,MZ562511,,,Spiophanes sp. (NHM_1897),Spiophanes,Annelida,Spionidae,ANEA 2021.47,NHM_3186,,,,OMS Stratum A,AB02_EB04,12.13366667,-117.292,4122,,,,Neal_etal_2022,,,paper in review
4050,,,,16S,MZ570391,,,Spiophanes sp. (NHM_1897),Spiophanes,Annelida,Spionidae,ANEA 2021.47,NHM_3186,,,,OMS Stratum A,AB02_EB04,12.13366667,-117.292,4122,,,,Neal_etal_2022,,,paper in review
4051,,,,16S,MZ570307,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10009,NHM_322,,,,UK-1 Stratum A,AB01_BC10,13.75001667,-116.5133167,4036,,,,Neal_etal_2022,,,paper in review
4052,,,,16S,MZ570308,,,Aurospio sp. (NHM_91),Aurospio,Annelida,Spionidae,ANEA 2019.10010,NHM_323,,,,UK-1 Stratum A,AB01_BC10,13.75001667,-116.5133167,4036,,,,Neal_etal_2022,,,paper in review
4053,,,,18S,MZ570282,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10011,NHM_471,,,,UK-1 Stratum A,AB01_BC14,13.72661667,-116.67,4160,,,,Neal_etal_2022,,,paper in review
4054,,,,16S,MZ570309,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10011,NHM_471,,,,UK-1 Stratum A,AB01_BC14,13.72661667,-116.67,4160,,,,Neal_etal_2022,,,paper in review
4055,,,,16S,MZ570310,,,Aurospio sp. (NHM_2186),Aurospio,Annelida,Spionidae,ANEA 2019.10012,NHM_513,,,,UK-1 Stratum B,AB02_BC01,12.41628333,-116.71485,4127,,,,Neal_etal_2022,,,paper in review
4056,,,,16S,MZ570311,,,Prionospio sp. (NHM_1415),Prionospio,Annelida,Spionidae,ANEA 2021.53,NHM_520,,,,UK-1 Stratum B,AB02_BC01,12.41628333,-116.71485,4127,,,,Neal_etal_2022,,,paper in review
4057,,,,COI,MZ562498,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.24,NHM_538,,,,UK-1 Stratum B,AB02_BC02,12.367,-116.51695,4158,,,,Neal_etal_2022,,,paper in review
4058,,,,16S,MZ570312,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.24,NHM_538,,,,UK-1 Stratum B,AB02_BC02,12.367,-116.51695,4158,,,,Neal_etal_2022,,,paper in review
4059,,,,16S,MZ570313,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.25,NHM_563,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4060,,,,18S,MZ570283,,,Prionospio sp. (NHM_564),Prionospio,Annelida,Spionidae,ANEA 2019.10013,NHM_564,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4061,,,,16S,MZ570314,,,Prionospio sp. (NHM_564),Prionospio,Annelida,Spionidae,ANEA 2019.10013,NHM_564,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4062,,,,16S,MZ570315,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.18,NHM_577,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4063,,,,16S,MZ570316,,,Prionospio sp. (NHM_266),Prionospio,Annelida,Spionidae,ANEA 2019.10014,NHM_582,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4064,,,,16S,MZ570317,,,Laonice sp. (NHM_131),Laonice,Annelida,Spionidae,ANEA 2021.19,NHM_586,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4065,,,,COI,MZ562499,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.26,NHM_591,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4066,,,,16S,MZ570318,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.26,NHM_591,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4067,,,,COI,MZ562500,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.27,NHM_592,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4068,,,,16S,MZ570319,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.27,NHM_592,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4069,,,,COI,MZ562501,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10016,NHM_646,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4070,,,,16S,MZ570320,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10016,NHM_646,,,,UK-1 Stratum B,AB02_EB01,12.38624267,-116.5486702,4202,,,,Neal_etal_2022,,,paper in review
4071,,,,16S,MZ570321,,,Laonice sp. (NHM_016),Laonice,Annelida,Spionidae,ANEA 2021.13,NHM_685,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4072,,,,16S,MZ570322,,,Prionospio sp. (NHM_471),Prionospio,Annelida,Spionidae,ANEA 2019.10017,NHM_698,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4073,,,,16S,MZ570323,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2019.10018,NHM_701,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4074,,,,16S,MZ570324,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.28,NHM_706,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4075,,,,16S,MZ570325,,,Prionospio sp. (NHM_884),Prionospio,Annelida,Spionidae,ANEA 2019.10019,NHM_736,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4076,,,,16S,MZ570326,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.29,NHM_741,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4077,,,,18S,MZ570284,,,Aurospio sp. (NHM_776),Aurospio,Annelida,Spionidae,ANEA 2019.10020,NHM_776,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4078,,,,16S,MZ570327,,,Aurospio sp. (NHM_776),Aurospio,Annelida,Spionidae,ANEA 2019.10020,NHM_776,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4079,,,,16S,MZ570328,,,Laonice sp. (NHM_048),Laonice,Annelida,Spionidae,ANEA 2021.31,NHM_781,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4080,,,,16S,MZ570329,,,Prionospio sp. (NHM_135),Prionospio,Annelida,Spionidae,ANEA 2019.10021,NHM_783G,,,,UK-1 Stratum B,AB02_EB02,12.53716667,-116.6041667,4425,,,,Neal_etal_2022,,,paper in review
4081,,,,16S,MZ570330,,,Laonice sp. (NHM_016),Laonice,Annelida,Spionidae,ANEA 2021.14,NHM_882,,,,UK-1 Stratum B,AB02_EB03,12.57133333,-116.6105,4198,,,,Neal_etal_2022,,,paper in review
