rec,layer,inclusion_criteria,inc_notes_mar2022,include,taxon_note,DD_record,date_year,year,ScientificName_accepted,qualif_ed,TR_w_TCID,CCZ_endemic,other_rank,taxonRank_ed,Authority,AphiaID_accepted,occurrenceID,occurrenceID_ed,scientificName,decimalLatitude,originalScientificName,basisOfRecord,minimumDepthInMeters,maximumDepthInMeters,depth,id,class,order,family,decimalLongitude,kingdom,phylum,rightsHolder,institutionID,individualCount,type,catalogNumber,samplingProtocol,eventID,taxonRank,eventTime,taxonomicStatus,verbatimDepth,locationID,accessRights,habitat,recordedBy,identifiedBy,dateIdentified,identificationRemarks,identificationReferences,identificationQualifier,previousIdentifications,taxonRemarks,genus,species,subclass,taxonConceptID,institutionCode,recordNumber,datasetName,associatedSequences
119387,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Synallactes,cf.,temporary name,,,genus,"Ludwig, 1894",123471,fa3041d2-c530-11e7-abc4-cec278b6b50a,fa3041d2-c530-11e7-abc4-cec278b6b50a,Synallactes,12.4955,Synallactes morphospecies,HumanObservation,NA,4254,4254,f20e24e1-9cfd-4b3c-a1e4-bfbce95b0661,Holothuroidea,Synallactida,Synallactidae,-116.6505,Animalia,Echinodermata,NA,NA,1,NA,NA,Autonomous Underwater Vehicle,NA,genus,08:46,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Diva J. Amon, Amanda F. Ziegler",2015,Identified only from imagery,NA,cf.,NA,NA,Synallactes,NA,Actinopoda,cf. Synallactes morphospecies 2,UHM,NA,ABYSSLINE,NA
5265,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Synallactes,NA,genus,,,genus,"Ludwig, 1894",123471,NA,NA,Synallactes,13.23,Synallactes sp.,PreservedSpecimen,4755,4755,4755,0aa85601-5de8-4048-a18e-04a769233ade,Holothuroidea,Synallactida,Synallactidae,-129.9167,Animalia,Echinodermata,NA,NA,1,NA,E31646.339741,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Solis-Marin, F. A.",09/01/2001,NA,NA,NA,NA,NA,Synallactes,NA,Actinopoda,NA,USNM,NA,NA,NA
14349,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Synallactes,NA,genus,,,genus,"Ludwig, 1894",123471,NA,NA,Synallactes,13.21667,Synallactes sp.,PreservedSpecimen,4831,4831,4831,1d2a9c07-0377-413b-90db-a3c53bd082e1,Holothuroidea,Synallactida,Synallactidae,-129.8833,Animalia,Echinodermata,NA,NA,1,NA,E31637.339731,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Solis-Marin, F. A.",09/01/2001,NA,NA,NA,NA,NA,Synallactes,NA,Actinopoda,NA,USNM,NA,NA,NA
19559,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Synallactes,NA,genus,,,genus,"Ludwig, 1894",123471,NA,NA,Synallactes,13.23,Synallactes sp.,PreservedSpecimen,4755,4755,4755,27e46095-3ffe-45e9-b11b-a6b6d9fe3ed2,Holothuroidea,Synallactida,Synallactidae,-129.9167,Animalia,Echinodermata,NA,NA,1,NA,E31645.339740,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Solis-Marin, F. A.",09/01/2001,NA,NA,NA,NA,NA,Synallactes,NA,Actinopoda,NA,USNM,NA,NA,NA
65255,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Synallactes,NA,genus,,,genus,"Ludwig, 1894",123471,NA,NA,Synallactes,13.21667,Synallactes sp.,PreservedSpecimen,4846,4846,4846,84d3f567-04aa-4a6f-8ca4-c582849d3f10,Holothuroidea,Synallactida,Synallactidae,-129.8833,Animalia,Echinodermata,NA,NA,1,NA,E31635.339729,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Solis-Marin, F. A.",09/01/2001,NA,NA,NA,NA,NA,Synallactes,NA,Actinopoda,NA,USNM,NA,NA,NA
113902,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Synallactes,NA,genus,,,genus,"Ludwig, 1894",123471,NA,NA,Synallactes,13.21667,Synallactes sp.,PreservedSpecimen,4877,4877,4877,e73b4365-d2b0-4c80-8070-6617bde62f23,Holothuroidea,Synallactida,Synallactidae,-129.8833,Animalia,Echinodermata,NA,NA,1,NA,E31639.339733,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Solis-Marin, F. A.",09/01/2001,NA,NA,NA,NA,NA,Synallactes,NA,Actinopoda,NA,USNM,NA,NA,NA
107203,NA,not in CCZ shapefile but nearby,,yes,,NA,2013,NA,Synallactidae,cf.,temporary name,,,family,"Ludwig, 1894",123185,fa3024cc-c530-11e7-abc4-cec278b6b50a,fa3024cc-c530-11e7-abc4-cec278b6b50a,Synallactidae,13.6793,Synallactidae morphospecies,HumanObservation,NA,3922,3922,d9b76755-260c-4bbc-9d1d-f47f333b816d,Holothuroidea,Synallactida,Synallactidae,-114.4096,Animalia,Echinodermata,NA,NA,1,NA,NA,Remotely Operated Vehicle,NA,family,12:17,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Diva J. Amon, Amanda F. Ziegler",2014,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Actinopoda,cf. Synallactidae morphospecies 1,UHM,NA,ABYSSLINE,NA
6637,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Synallactidae,cf.,temporary name,,,family,"Ludwig, 1894",123185,fa302652-c530-11e7-abc4-cec278b6b50a,fa302652-c530-11e7-abc4-cec278b6b50a,Synallactidae,12.57901,Synallactidae morphospecies,HumanObservation,NA,4219,4219,0d890488-4f45-4b17-98ea-a8ed126239d5,Holothuroidea,Synallactida,Synallactidae,-116.6978,Animalia,Echinodermata,NA,NA,1,NA,NA,Autonomous Underwater Vehicle,NA,family,15:36,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Diva J. Amon, Amanda F. Ziegler",2015,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Actinopoda,cf. Synallactidae morphospecies 1,UHM,NA,ABYSSLINE,NA
107891,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Synallactidae,cf.,temporary name,,,family,"Ludwig, 1894",123185,fa302990-c530-11e7-abc4-cec278b6b50a,fa302990-c530-11e7-abc4-cec278b6b50a,Synallactidae,12.5894,Synallactidae morphospecies,HumanObservation,NA,4216,4216,db10e219-837e-4ea9-9507-f71a0a338123,Holothuroidea,Synallactida,Synallactidae,-116.7152,Animalia,Echinodermata,NA,NA,1,NA,NA,Autonomous Underwater Vehicle,NA,family,09:47,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Diva J. Amon, Amanda F. Ziegler",2015,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Actinopoda,cf. Synallactidae morphospecies 2,UHM,NA,ABYSSLINE,NA
124658,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Synallactidae,cf.,temporary name,,,family,"Ludwig, 1894",123185,fa3027ec-c530-11e7-abc4-cec278b6b50a,fa3027ec-c530-11e7-abc4-cec278b6b50a,Synallactidae,12.5797,Synallactidae morphospecies,HumanObservation,NA,4225,4225,fcae3bed-c765-4ceb-9d3e-a7ec9dab2c4c,Holothuroidea,Synallactida,Synallactidae,-116.7276,Animalia,Echinodermata,NA,NA,1,NA,NA,Autonomous Underwater Vehicle,NA,family,07:55,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Diva J. Amon, Amanda F. Ziegler",2015,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Actinopoda,cf. Synallactidae morphospecies 1,UHM,NA,ABYSSLINE,NA
83361,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Syringolaimus,NA,genus,,,genus,"de Man, 1888",2526,NA,NA,Syringolaimus,14.63806,Syringolaimus sp.,PreservedSpecimen,4511,4511,4511,a99084cd-dd8d-449a-ac54-f01c51282d7e,Enoplea,Enoplida,Rhabdolaimidae,-125.4497,Animalia,Nematoda,NA,NA,1,NA,76665.75638,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Syringolaimus,NA,Enoplia,NA,USNM,NA,NA,NA
103545,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Syringolaimus,NA,genus,,,genus,"de Man, 1888",2526,Ifremer_bio_dba_114591,Ifremer_bio_dba_114591,Syringolaimus,14,Syringolaimus spp,HumanObservation,5000,5000,5000,d26ecb5d-60a4-49a0-9b40-cc090d481c54,Enoplea,Enoplida,Rhabdolaimidae,-130,Animalia,Nematoda,NA,NA,1,NA,114591,Multicorer 8 tubes 100 mm,NA,NA,06:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Syringolaimus,NA,Enoplia,NA,Ifremer,NA,NA,NA
111402,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Syringolaimus,NA,genus,,,genus,"de Man, 1888",2526,Ifremer_bio_dba_115955,Ifremer_bio_dba_115955,Syringolaimus,14,Syringolaimus spp,HumanObservation,4978,4978,4978,e20ed5bb-8a30-4217-86fa-0f831d023bf9,Enoplea,Enoplida,Rhabdolaimidae,-130,Animalia,Nematoda,NA,NA,1,NA,115955,Blade Corer,NA,NA,18:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Syringolaimus,NA,Enoplia,NA,Ifremer,NA,NA,NA
40108,06_apei,,,yes,,NA,2018,NA,Taiaroa,NA,genus,,,genus,"Bayer & Muzik, 1976",267887,NOAA_DSCRTP:1000612,NOAA_DSCRTP:1000612,Taiaroa,11.25142,Taiaroa,MachineObservation,5200,5200,5200,51caa641-21c8-4399-92c0-71a596752ba6,Anthozoa,Alcyonacea,Taiaroidae,-153.5909,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taiaroa,NA,Octocorallia,NA,NA,NA,NA,NA
40931,06_apei,,,yes,,NA,2018,NA,Taiaroa,NA,genus,,,genus,"Bayer & Muzik, 1976",267887,NOAA_DSCRTP:1000611,NOAA_DSCRTP:1000611,Taiaroa,6.97932,Taiaroa,MachineObservation,5008,5008,5008,537cbe65-854f-4cd6-a57a-a74f390edb41,Anthozoa,Alcyonacea,Taiaroidae,-149.9378,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taiaroa,NA,Octocorallia,NA,NA,NA,NA,NA
75873,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Terschellingia,NA,genus,,,genus,"de Man, 1888",2479,NA,NA,Terschellingia,14.68972,Terschellingia sp.,PreservedSpecimen,4500,4500,4500,9a507eaf-c4a9-4c6c-82b6-9eb4a03bb333,Chromadorea,Monhysterida,Linhomoeidae,-125.4589,Animalia,Nematoda,NA,NA,1,NA,76901.75662,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Terschellingia,NA,Chromadoria,NA,USNM,NA,NA,NA
8649,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Thalassoalaimus,NA,genus,,,genus,"de Man, 1893",2552,NA,NA,Thalassoalaimus,14.68972,Thalassoalaimus sp.,PreservedSpecimen,4500,4500,4500,11a0e765-8da5-46ca-82ed-7f806387ba13,Enoplea,Enoplida,Oxystominidae,-125.4589,Animalia,Nematoda,NA,NA,1,NA,76704.75642,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Thalassoalaimus,NA,Enoplia,NA,USNM,NA,NA,NA
51990,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Thalassoalaimus,NA,genus,,,genus,"de Man, 1893",2552,NA,NA,Thalassoalaimus,14.63806,Thalassoalaimus sp.,PreservedSpecimen,4511,4511,4511,69c5b568-9d59-438f-b8ef-164001ea2f93,Enoplea,Enoplida,Oxystominidae,-125.4497,Animalia,Nematoda,NA,NA,1,NA,76713.75643,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Thalassoalaimus,NA,Enoplia,NA,USNM,NA,NA,NA
66084,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassoalaimus,NA,genus,,,genus,"de Man, 1893",2552,Ifremer_bio_dba_114801,Ifremer_bio_dba_114801,Thalassoalaimus,14,Thalassoalaimus spp,HumanObservation,5013,5013,5013,86829433-b582-4419-aee8-5c2e11981c0b,Enoplea,Enoplida,Oxystominidae,-130,Animalia,Nematoda,NA,NA,2,NA,114801,Multicorer 8 tubes 100 mm,NA,NA,13:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassoalaimus,NA,Enoplia,NA,Ifremer,NA,NA,NA
117929,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Thalassoalaimus,NA,genus,,,genus,"de Man, 1893",2552,NA,NA,Thalassoalaimus,14.70333,Thalassoalaimus sp.,PreservedSpecimen,4516,4516,4516,ef43e97e-cf27-449c-8fce-2147afcabd6a,Enoplea,Enoplida,Oxystominidae,-125.4042,Animalia,Nematoda,NA,NA,1,NA,76703.75642,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Thalassoalaimus,NA,Enoplia,NA,USNM,NA,NA,NA
4051,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115760,Ifremer_bio_dba_115760,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4979,4979,4979,0842c314-a8ac-4f0e-830d-071cecc07066,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,6,NA,115760,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
9421,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115890,Ifremer_bio_dba_115890,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4978,4978,4978,132caac0-f1ac-45cd-9100-f3abd5b38137,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,4,NA,115890,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
10892,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115075,Ifremer_bio_dba_115075,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5040,5040,5040,16063b51-848a-4854-98da-7c0ac4bcce87,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,7,NA,115075,Multicorer 8 tubes 100 mm,NA,NA,16:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
15604,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115809,Ifremer_bio_dba_115809,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4978,4978,4978,1fd2c557-2752-41d3-a7a5-57a479b7a655,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,115809,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
18333,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115186,Ifremer_bio_dba_115186,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5042,5042,5042,256b20b7-a496-4e53-8d1e-6895d48dd2d9,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,115186,Multicorer 8 tubes 100 mm,NA,NA,22:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
20766,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115711,Ifremer_bio_dba_115711,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4979,4979,4979,2a3017c7-b47a-471c-bdb0-d6bc41576f7f,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,3,NA,115711,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
29806,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114750,Ifremer_bio_dba_114750,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4950,4950,4950,3ccc73b1-bf0d-4ea7-bcb0-d3a0cb85011a,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,4,NA,114750,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
35751,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114674,Ifremer_bio_dba_114674,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4950,4950,4950,48ea034c-92ff-45cb-a845-4d04e69ad50f,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114674,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
37190,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114694,Ifremer_bio_dba_114694,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4950,4950,4950,4bd4621b-ce97-4c93-b51c-cfb0e122dcf3,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114694,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
59064,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114317,Ifremer_bio_dba_114317,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4877,4877,4877,7856b529-f640-4972-a9e4-2075c9f94944,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114317,Multicorer 8 tubes 100 mm,NA,NA,04:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
59309,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114835,Ifremer_bio_dba_114835,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5013,5013,5013,78db8455-b2db-46c1-947c-d1520dc893ca,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114835,Multicorer 8 tubes 100 mm,NA,NA,13:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
64048,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114927,Ifremer_bio_dba_114927,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5029,5029,5029,82658b15-9f96-4117-9743-574bf8091d7f,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114927,Multicorer 8 tubes 100 mm,NA,NA,14:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
67807,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114920,Ifremer_bio_dba_114920,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5046,5046,5046,89e92d0d-bbab-4d89-864d-bc022471c087,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,5,NA,114920,Multicorer 8 tubes 100 mm,NA,NA,10:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
68199,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114982,Ifremer_bio_dba_114982,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5029,5029,5029,8aa74563-f807-4700-88ab-373dfdaf312e,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114982,Multicorer 8 tubes 100 mm,NA,NA,14:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
72979,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114349,Ifremer_bio_dba_114349,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4947,4947,4947,945d8378-72d3-42cb-af12-8b7eeb691e88,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,6,NA,114349,Multicorer 8 tubes 100 mm,NA,NA,08:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
75654,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115671,Ifremer_bio_dba_115671,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4979,4979,4979,99e878e6-7a1b-4d92-b22b-ecba14d8fec8,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,5,NA,115671,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
76221,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114471,Ifremer_bio_dba_114471,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4950,4950,4950,9b03f6bc-7608-4aa9-b176-92b006784441,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114471,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
80944,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115959,Ifremer_bio_dba_115959,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4978,4978,4978,a4cdeae8-ad7e-4726-9b42-d7e31b5aa938,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,4,NA,115959,Blade Corer,NA,NA,18:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
84476,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_114216,Ifremer_bio_dba_114216,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5035,5035,5035,abe8cd01-0f0f-4463-90f7-a34ccbf695a0,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114216,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
84587,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115989,Ifremer_bio_dba_115989,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,4981,4981,4981,ac2de0ef-6df3-492d-a251-1ad6ded806bf,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,7,NA,115989,Blade Corer,NA,NA,21:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
85218,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Thalassomonhystera,NA,genus,,,genus,"Jacobs, 1987",2448,Ifremer_bio_dba_115329,Ifremer_bio_dba_115329,Thalassomonhystera,14,Thalassomonhystera spp,HumanObservation,5035,5035,5035,ad7f24b0-6ef1-418f-849f-9e582747efaa,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,115329,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Thalassomonhystera,NA,Chromadoria,NA,Ifremer,NA,NA,NA
